"ID","ID_FORM","NAME","ID_TCTRL","FEATURE","PRECISION","TAG"
4109,6502850,"22802",6,"",1,""
4110,6502850,"22803",6,"",1,""
4111,6502850,"22804",6,"",1,""
4113,6502850,"22806",6,"",1,""
3419,6502850,"33036",1000022,"",0,""
3421,6502850,"33014",1000022,"",0,""
3422,6502850,"120951723",1000022,"",0,""
3423,6502850,"33136",1000022,"",0,""
3424,6502850,"33026",1000022,"",0,""
3426,6502850,"33048",1000022,"",1,""
3427,6502850,"33137",1000022,"",0,""
3428,6502850,"33016",1000022,"",0,""
3429,6502850,"33027",1000022,"",0,""
3431,6502850,"33138",1000022,"",0,""
3432,6502850,"33017",1000022,"",0,""
3433,6502850,"33028",1000022,"",0,""
3434,6502850,"120951725",1000022,"",0,""
3436,6502850,"33029",1000022,"",0,""
3437,6502850,"33139",1000022,"",0,""
3438,6502850,"33018",1000022,"",1,""
3439,6502850,"33129",1000022,"",0,""
3441,6502850,"120951728",1000022,"",0,""
3442,6502850,"33009",1000022,"",0,""
3443,6502850,"120951729",1000022,"",0,""
3444,6502850,"33092",1000022,"",0,""
3446,6502850,"33030",1000022,"",0,""
3447,6502850,"33140",1000022,"",0,""
3448,6502850,"33041",1000022,"",1,""
3449,6502850,"33130",1000022,"",0,""
3451,6502850,"33141",1000022,"",0,""
3452,6502850,"33042",1000022,"",0,""
3453,6502850,"33020",1000022,"",0,""
3454,6502850,"33086",1000022,"",1,""
3456,6502850,"33032",1000022,"",0,""
3457,6502850,"33087",1000022,"",0,""
3458,6502850,"33021",1000022,"",0,""
3459,6502850,"33044",1000022,"",0,""
3461,6502850,"120951730",1000022,"",0,""
3462,6502850,"33011",1000022,"",1,""
3463,6502850,"33088",1000022,"",1,""
3464,6502850,"33033",1000022,"",1,""
3465,6502850,"33045",1000022,"",0,""
3466,6502850,"33023",1000022,"",0,""
3467,6502850,"120951731",1000022,"",0,""
3468,6502850,"120951775",1000022,"",1,""
3469,6502850,"33034",1000022,"",1,""
3470,6502850,"33089",1000022,"",1,""
3471,6502850,"33133",1000022,"",1,""
3472,6502850,"33134",1000022,"",0,""
3473,6502850,"33046",1000022,"",0,""
3474,6502850,"33035",1000022,"",0,""
3475,6502850,"33024",1000022,"",1,""
3476,6502850,"33146",1000022,"",0,""
3477,6502850,"33179",1000022,"",0,""
3478,6502850,"33124",1000022,"",1,""
3479,6502850,"33125",1000022,"",0,""
3480,6502850,"33103",1000022,"",0,""
3481,6502850,"33114",1000022,"",0,""
3482,6502850,"120951789",1000022,"",0,""
3483,6502850,"33169",1000022,"",0,""
3484,6502850,"33115",1000022,"",0,""
3485,6502850,"33126",1000022,"",0,""
3486,6502850,"33104",1000022,"",0,""
3487,6502850,"33127",1000022,"",0,""
3488,6502850,"33105",1000022,"",0,""
3489,6502850,"33116",1000022,"",1,""
3490,6502850,"33117",1000022,"",0,""
3491,6502850,"33106",1000022,"",0,""
3492,6502850,"33107",1000022,"",0,""
3493,6502850,"33118",1000022,"",0,""
3494,6502850,"33108",1000022,"",0,""
3495,6502850,"33080",1000022,"",0,""
3496,6502850,"33119",1000022,"",1,""
3497,6502850,"33081",1000022,"",0,""
3498,6502850,"33109",1000022,"",0,""
3499,6502850,"33082",1000022,"",0,""
3500,6502850,"33170",1000022,"",0,""
3501,6502850,"120951790",1000022,"",1,""
3502,6502850,"33083",1000022,"",0,""
3503,6502850,"33171",1000022,"",0,""
3504,6502850,"36263",6,"",1,""
3505,6502850,"33084",1000022,"",0,""
3506,6502850,"33172",1000022,"",0,""
3507,6502850,"120951909",1000022,"",0,""
3508,6502850,"33085",1000022,"",0,""
3509,6502850,"33173",1000022,"",0,""
3510,6502850,"33174",1000022,"",0,""
3511,6502850,"33175",1000022,"",0,""
3512,6502850,"33142",1000022,"",1,""
3513,6502850,"33121",1000022,"",0,""
3514,6502850,"33110",1000022,"",0,""
3515,6502850,"33176",1000022,"",1,""
3516,6502850,"33143",1000022,"",1,""
3517,6502850,"33144",1000022,"",0,""
3518,6502850,"33111",1000022,"",0,""
3519,6502850,"33122",1000022,"",0,""
3520,6502850,"33100",1000022,"",1,""
3521,6502850,"33177",1000022,"",1,""
3522,6502850,"33145",1000022,"",0,""
3523,6502850,"33112",1000022,"",0,""
3524,6502850,"33123",1000022,"",0,""
3525,6502850,"33178",1000022,"",0,""
3526,6502850,"33168",1000022,"",0,""
3527,6502850,"33157",1000022,"",1,""
3528,6502850,"33158",1000022,"",0,""
3529,6502850,"33159",1000022,"",0,""
3530,6502850,"33149",1000022,"",0,""
3531,6502850,"33094",1000022,"",1,""
3532,6502850,"33095",1000022,"",1,""
3533,6502850,"33096",1000022,"",0,""
3534,6502850,"33162",1000022,"",1,""
3535,6502850,"33097",1000022,"",0,""
3536,6502850,"33163",1000022,"",0,""
3537,6502850,"33152",1000022,"",1,""
3538,6502850,"33098",1000022,"",0,""
3539,6502850,"33164",1000022,"",0,""
3540,6502850,"33153",1000022,"",1,""
3541,6502850,"33154",1000022,"",0,""
3542,6502850,"33099",1000022,"",0,""
3543,6502850,"33165",1000022,"",0,""
3544,6502850,"33166",1000022,"",0,""
3545,6502850,"33155",1000022,"",0,""
3546,6502850,"33167",1000022,"",0,""
3547,6502850,"33156",1000022,"",0,""
3548,6502850,"33058",1000022,"",0,""
3549,6502850,"33059",1000022,"",2,""
3550,6502850,"33063",1000022,"",0,""
3551,6502850,"33052",1000022,"",0,""
3552,6502850,"33054",1000022,"",0,""
3553,6502850,"33055",1000022,"",0,""
3554,6502850,"33056",1000022,"",0,""
3555,6502850,"33057",1000022,"",0,""
3556,6502850,"32981",1000022,"",0,""
3557,6502850,"32995",1000022,"",1,""
3558,6502850,"32985",1000022,"",1,""
3559,6502850,"32975",1000022,"",0,""
3560,6502850,"32986",1000022,"",1,""
3561,6502850,"32976",1000022,"",0,""
3562,6502850,"32977",1000022,"",0,""
3563,6502850,"32980",1000022,"",0,""
4733,6502850,"29175",6,"",1,""
4737,6502850,"27099",6,"",1,""
4741,6502850,"120950431",6,"",1,""
4746,6502850,"35368",6,"",1,""
4751,6502850,"29704",6,"",1,""
4755,6502850,"30158",6,"",1,""
4759,6502850,"34900",6,"",1,""
4763,6502850,"120951174",6,"",1,""
4769,6502850,"31747",6,"",1,""
4773,6502850,"34905",6,"",1,""
4777,6502850,"29995",6,"",1,""
4781,6502850,"29711",6,"",1,""
4722,6502850,"27270",6,"",1,""
4726,6502850,"27531",6,"",1,""
3928,6502850,"35555",6,"",1,""
3932,6502850,"37926",6,"",1,""
3937,6502850,"19299",6,"",1,""
3941,6502850,"19664",6,"",1,""
3945,6502850,"35495",6,"",1,""
3949,6502850,"19644",6,"",1,""
3954,6502850,"19339",6,"",1,""
3958,6502850,"31376",6,"",1,""
3962,6502850,"742",6,"",1,""
3966,6502850,"18493",6,"",1,""
3970,6502850,"758",6,"",1,""
3974,6502850,"726",6,"",1,""
3978,6502850,"18564",6,"",1,""
3982,6502850,"20056",6,"",1,""
3986,6502850,"21238",6,"",1,""
3990,6502850,"38042",6,"",1,""
3995,6502850,"19017",6,"",1,""
3999,6502850,"20174",6,"",1,""
4003,6502850,"20593",6,"",1,""
4011,6502850,"22237",6,"",1,""
4014,6502850,"22238",6,"",1,""
4019,6502850,"22180",6,"",1,""
4023,6502850,"21901",6,"",1,""
4027,6502850,"21903",6,"",1,""
4031,6502850,"21905",6,"",1,""
4036,6502850,"21906",6,"",1,""
4091,6502850,"22601",6,"",1,""
4095,6502850,"22648",6,"",1,""
4103,6502850,"22495",6,"",1,""
4108,6502850,"22801",6,"",1,""
4112,6502850,"22805",6,"",1,""
3420,6502850,"33135",1000022,"",0,""
3425,6502850,"33015",1000022,"",0,""
3430,6502850,"33049",1000022,"",0,""
3435,6502850,"33128",1000022,"",0,""
3440,6502850,"33091",1000022,"",0,""
3445,6502850,"33093",1000022,"",0,""
3450,6502850,"33031",1000022,"",0,""
3455,6502850,"33131",1000022,"",0,""
3460,6502850,"33022",1000022,"",0,""
4730,6502850,"29185",6,"",1,""
4731,6502850,"27095",6,"",1,""
4732,6502850,"29274",6,"",1,""
4734,6502850,"29275",6,"",1,""
4735,6502850,"27928",6,"",1,""
4736,6502850,"120950095",6,"",1,""
4738,6502850,"27100",6,"",1,""
4739,6502850,"120950385",6,"",1,""
4740,6502850,"120950066",6,"",1,""
4742,6502850,"120950762",6,"",1,""
4743,6502850,"120950763",6,"",1,""
4744,6502850,"120950741",6,"",1,""
4745,6502850,"30165",6,"",1,""
4747,6502850,"30275",6,"",1,""
4748,6502850,"30594",6,"",1,""
4749,6502850,"30144",6,"",1,""
4750,6502850,"35369",6,"",1,""
4752,6502850,"30145",6,"",1,""
4753,6502850,"30058",6,"",1,""
4754,6502850,"29591",6,"",1,""
4756,6502850,"30004",6,"",1,""
4757,6502850,"29581",6,"",1,""
4758,6502850,"30148",6,"",1,""
4760,6502850,"31920",6,"",1,""
4761,6502850,"120951371",6,"",1,""
4762,6502850,"120951350",6,"",1,""
4764,6502850,"120951284",6,"",1,""
4765,6502850,"31746",6,"",1,""
4766,6502850,"34903",6,"",1,""
4767,6502850,"120951175",6,"",1,""
4768,6502850,"120951373",6,"",1,""
4770,6502850,"34904",6,"",1,""
4771,6502850,"29585",6,"",1,""
4772,6502850,"35371",6,"",1,""
4774,6502850,"120951221",6,"",1,""
4775,6502850,"120951464",6,"",1,""
4776,6502850,"120951332",6,"",1,""
4778,6502850,"30172",6,"",1,""
4779,6502850,"30150",6,"",1,""
4780,6502850,"29996",6,"",1,""
4782,6502850,"30151",6,"",1,""
4783,6502850,"30283",6,"",1,""
4784,6502850,"34486",6,"",1,""
4785,6502850,"30581",6,"",1,""
4719,6502850,"36854",6,"",1,""
4720,6502850,"36855",6,"",1,""
4721,6502850,"33843",6,"",1,""
4723,6502850,"31556",6,"",1,""
4724,6502850,"31602",6,"",1,""
4725,6502850,"27266",6,"",1,""
4727,6502850,"120950257",6,"",1,""
4728,6502850,"27534",6,"",1,""
4729,6502850,"27535",6,"",1,""
