"ID","ID_FORM","NAME","ID_TCTRL","FEATURE","PRECISION","TAG"
3872,6502850,"33212",1000022,"",0,""
3873,6502850,"32970",1000022,"",0,""
3874,6502850,"32992",1000022,"",1,""
3875,6502850,"33003",1000022,"",1,""
3876,6502850,"33213",1000022,"",0,""
3877,6502850,"32982",1000022,"",0,""
3878,6502850,"32971",1000022,"",0,""
3879,6502850,"32960",1000022,"",0,""
3880,6502850,"32993",1000022,"",1,""
3881,6502850,"33214",1000022,"",0,""
3882,6502850,"32983",1000022,"",0,""
3883,6502850,"32972",1000022,"",0,""
3884,6502850,"32961",1000022,"",0,""
3885,6502850,"32994",1000022,"",1,""
3886,6502850,"33005",1000022,"",1,""
3887,6502850,"33215",1000022,"",2,""
3888,6502850,"32984",1000022,"",0,""
3889,6502850,"32973",1000022,"",0,""
3890,6502850,"32962",1000022,"",0,""
3891,6502850,"33006",1000022,"",1,""
3892,6502850,"33216",1000022,"",0,""
3893,6502850,"32963",1000022,"",0,""
3894,6502850,"32974",1000022,"",0,""
3895,6502850,"32996",1000022,"",1,""
3896,6502850,"33007",1000022,"",1,""
3897,6502850,"32964",1000022,"",0,""
3898,6502850,"32953",1000022,"",0,""
3899,6502850,"32997",1000022,"",1,""
3900,6502850,"32965",1000022,"",0,""
3901,6502850,"32954",1000022,"",0,""
3902,6502850,"32998",1000022,"",1,""
3903,6502850,"32966",1000022,"",0,""
3904,6502850,"32955",1000022,"",0,""
3905,6502850,"32999",1000022,"",1,""
3906,6502850,"32988",1000022,"",1,""
3907,6502850,"32967",1000022,"",0,""
3908,6502850,"32978",1000022,"",0,""
3909,6502850,"32956",1000022,"",0,""
3910,6502850,"32989",1000022,"",1,""
3911,6502850,"120951929",1000022,"",0,""
3912,6502850,"32968",1000022,"",0,""
3913,6502850,"32979",1000022,"",0,""
3914,6502850,"32957",1000022,"",0,""
3915,6502850,"32947",1000022,"",0,""
3916,6502850,"32969",1000022,"",0,""
3917,6502850,"32958",1000022,"",0,""
3918,6502850,"32948",1000022,"",0,""
3919,6502850,"32959",1000022,"",0,""
3920,6502850,"33000",1000022,"",1,""
3921,6502850,"33210",1000022,"",0,""
3922,6502850,"33001",1000022,"",1,""
3923,6502850,"32990",1000022,"",1,""
3924,6502850,"33211",1000022,"",0,""
3925,6502850,"32991",1000022,"",1,""
3926,6502850,"33002",1000022,"",1,""
3927,6502850,"33004",1000022,"",1,""
3929,6502850,"19606",6,"",1,""
3930,6502850,"19607",6,"",1,""
3931,6502850,"35558",6,"",1,""
3933,6502850,"19297",6,"",1,""
3934,6502850,"19331",6,"",1,""
3935,6502850,"19298",6,"",1,""
3936,6502850,"37906",6,"",1,""
3938,6502850,"19651",6,"",1,""
3939,6502850,"19543",6,"",1,""
3940,6502850,"35493",6,"",1,""
3942,6502850,"35494",6,"",1,""
3943,6502850,"19302",6,"",1,""
3944,6502850,"19643",6,"",1,""
3946,6502850,"19545",6,"",1,""
3947,6502850,"35594",6,"",1,""
3948,6502850,"19303",6,"",1,""
3950,6502850,"35496",6,"",1,""
3951,6502850,"19304",6,"",1,""
3952,6502850,"35497",6,"",1,""
3953,6502850,"19328",6,"",1,""
3955,6502850,"19604",6,"",1,""
3956,6502850,"19659",6,"",1,""
3957,6502850,"18869",6,"",1,""
3959,6502850,"18539",6,"",1,""
3960,6502850,"764",6,"",1,""
3961,6502850,"753",6,"",1,""
3963,6502850,"35733",6,"",1,""
3964,6502850,"31377",6,"",1,""
3965,6502850,"18491",6,"",1,""
3967,6502850,"18592",6,"",1,""
3968,6502850,"18494",6,"",1,""
3969,6502850,"18571",6,"",1,""
3971,6502850,"736",6,"",1,""
3972,6502850,"18495",6,"",1,""
3973,6502850,"18572",6,"",1,""
3975,6502850,"18573",6,"",1,""
3976,6502850,"18574",6,"",1,""
3977,6502850,"18531",6,"",1,""
3979,6502850,"18951",6,"",1,""
3980,6502850,"18536",6,"",1,""
3981,6502850,"20022",6,"",1,""
3983,6502850,"21178",6,"",1,""
3984,6502850,"21179",6,"",1,""
3985,6502850,"21237",6,"",1,""
3987,6502850,"21239",6,"",1,""
3988,6502850,"19055",6,"",1,""
3989,6502850,"19056",6,"",1,""
3991,6502850,"19035",6,"",1,""
3992,6502850,"21180",6,"",1,""
3993,6502850,"21181",6,"",1,""
3994,6502850,"20072",6,"",1,""
3996,6502850,"20591",6,"",1,""
3997,6502850,"21240",6,"",1,""
3998,6502850,"37972",6,"",1,""
4000,6502850,"37950",6,"",1,""
4001,6502850,"20075",6,"",1,""
4002,6502850,"21241",6,"",1,""
4004,6502850,"21242",6,"",1,""
4005,6502850,"36215",6,"",1,""
4006,6502850,"21652",6,"",1,""
4007,6502850,"22235",6,"",1,""
4008,6502850,"21653",6,"",1,""
4009,6502850,"22236",6,"",1,""
4010,6502850,"36229",6,"",1,""
4012,6502850,"21655",6,"",1,""
4013,6502850,"21666",6,"",1,""
4015,6502850,"22008",6,"",1,""
4016,6502850,"22190",6,"",1,""
4017,6502850,"21910",6,"",1,""
4018,6502850,"36061",6,"",1,""
4020,6502850,"22191",6,"",1,""
4021,6502850,"21911",6,"",1,""
4022,6502850,"22181",6,"",1,""
4024,6502850,"36064",6,"",1,""
4025,6502850,"22182",6,"",1,""
4026,6502850,"22183",6,"",1,""
4028,6502850,"22184",6,"",1,""
4029,6502850,"21904",6,"",1,""
4030,6502850,"22185",6,"",1,""
4032,6502850,"36166",6,"",1,""
4033,6502850,"22273",6,"",1,""
4034,6502850,"22186",6,"",1,""
4035,6502850,"22274",6,"",1,""
4037,6502850,"22187",6,"",1,""
4038,6502850,"22198",6,"",1,""
4039,6502850,"21907",6,"",1,""
4040,6502850,"21671",6,"",1,""
4041,6502850,"22188",6,"",1,""
4042,6502850,"21908",6,"",1,""
4043,6502850,"22189",6,"",1,""
4044,6502850,"21909",6,"",1,""
4045,6502850,"22002",6,"",1,""
4046,6502850,"120949773",6,"",1,""
4047,6502850,"120949774",6,"",1,""
4048,6502850,"120949775",6,"",1,""
4049,6502850,"120949776",6,"",1,""
4050,6502850,"37682",6,"",1,""
4051,6502850,"25446",6,"",1,""
4052,6502850,"25534",6,"",1,""
4053,6502850,"25787",6,"",1,""
4054,6502850,"23445",6,"",1,""
4055,6502850,"25514",6,"",1,""
4056,6502850,"25525",6,"",1,""
4057,6502850,"23446",6,"",1,""
4058,6502850,"25449",6,"",1,""
4059,6502850,"24180",6,"",1,""
4060,6502850,"37717",6,"",1,""
4061,6502850,"24181",6,"",1,""
4062,6502850,"25838",6,"",1,""
4063,6502850,"37718",6,"",1,""
4064,6502850,"25393",6,"",1,""
4065,6502850,"25394",6,"",1,""
4066,6502850,"24196",6,"",1,""
4067,6502850,"24185",6,"",1,""
4068,6502850,"24176",6,"",1,""
4069,6502850,"24198",6,"",1,""
4070,6502850,"36585",6,"",1,""
4071,6502850,"24199",6,"",1,""
4072,6502850,"25894",6,"",1,""
4073,6502850,"36586",6,"",1,""
4074,6502850,"25542",6,"",1,""
4075,6502850,"24178",6,"",1,""
4076,6502850,"25785",6,"",1,""
4077,6502850,"25884",6,"",1,""
4078,6502850,"25147",6,"",1,""
4079,6502850,"24179",6,"",1,""
4080,6502850,"25148",6,"",1,""
4081,6502850,"22597",6,"",1,""
4082,6502850,"22543",6,"",1,""
4083,6502850,"22598",6,"",1,""
4084,6502850,"22499",6,"",1,""
4085,6502850,"22874",6,"",1,""
4086,6502850,"22599",6,"",1,""
4087,6502850,"22500",6,"",1,""
4088,6502850,"22655",6,"",1,""
4089,6502850,"22600",6,"",1,""
4090,6502850,"22501",6,"",1,""
4092,6502850,"22502",6,"",1,""
4093,6502850,"22525",6,"",1,""
4094,6502850,"22602",6,"",1,""
4096,6502850,"22505",6,"",1,""
4097,6502850,"22539",6,"",1,""
4098,6502850,"22529",6,"",1,""
4099,6502850,"22518",6,"",1,""
4100,6502850,"36264",6,"",1,""
4101,6502850,"22492",6,"",1,""
4102,6502850,"22494",6,"",1,""
4104,6502850,"22870",6,"",1,""
4105,6502850,"22595",6,"",1,""
4106,6502850,"22496",6,"",1,""
4107,6502850,"22596",6,"",1,""
