-1;NAME;cvalif
116;Старорусская - 1ШР-110 Т-1;34837
117;Старорусская - 1ШР-110 л.Пф-1;34838
118;Старорусская - 2ШР-110 л.Злч-1;34839
119;Старорусская - В-10 Т-1 яч.108;34840
120;Старорусская - В-10 ТСН-2 яч.211;34841
121;Старорусская - В-10 ТСН-3 яч.112;34842
122;Старорусская - В-10 ТСН-5;34843
123;Старорусская - В-10 РТ-2 яч.209;34844
124;Старорусская - В-10 ТСН-1,4 яч.115;34845
125;Старорусская - В-10 Р-1;34846
126;Старорусская - В-10 Р-2;34847
127;Старорусская - Uab АТ-2-10;34848
128;Старорусская - Ib АТ-2-10;34849
129;Старорусская - P АТ-2-10;34850
130;Старорусская - Q АТ-2-10;34851
131;Старорусская - Ib Т-1-10 яч.108;34852
132;Старорусская - P Т-1-10 яч.108;34853
133;Старорусская - Q Т-1-10 яч.108;34854
134;Старорусская - Uab ТН-2-10 яч.205;34855
135;Старорусская - Uab ТН-3-10 яч.105;34856
136;Старорусская - Ib ТСН-2-10 яч.211;34857
137;Старорусская - P ТСН-2-10 яч.211;34858
138;Старорусская - Q ТСН-2-10 яч.211;34859
139;Старорусская - Ib ТСН-3-10 яч.112;34860
140;Старорусская - P ТСН-3-10 яч.112;34861
141;Старорусская - Q ТСН-3-10 яч.112;34862
142;Старорусская - Ib ТСН-5-10 яч.110;34863
143;Старорусская - P ТСН-5-10 яч.110;34864
144;Старорусская - Q ТСН-5-10 яч.110;34865
145;Старорусская - Ib РТ-2-10 яч.209;34866
146;Старорусская - P РТ-2-10 яч.209;34867
147;Старорусская - Q РТ-2-10 яч.209;34868
148;Старорусская - Ib Реактор Р-1-10;34869
149;Старорусская - P Реактор Р-1-10;34870
150;Старорусская - Q Реактор Р-1-10;34871
151;Старорусская - Ib Реактор Р-2-10;34872
152;Старорусская - P Реактор Р-2-10;34873
153;Старорусская - Q Реактор Р-2-10;34874
154;Старорусская - АВР секций 10кВ выведено;34875
155;Старорусская - Земля в сети 10кВ;34876
156;Старорусская - Неисправность КРУ-10кВ;34877
157;Старорусская - АПВ л.Злч-1;34878
158;Старорусская - АПВ л.Мд;34879
159;Старорусская - АПВ л.Пф-1;34880
160;Старорусская - АПВ л.Ст;34881
161;Старорусская - АПВ л.Шм-1;34882
162;Старорусская - АПВ ОВ-110кВ;34883
163;Старорусская - АПВ МШВ-110кВ;34884
164;Старорусская - АПВ В-110 Т-1;34885
165;Старорусская - АПВ АТ-2-110;34886
166;Старорусская - АЧР-110кВ;34887
167;Старорусская - Обобщ. сигнал рез. защ. л.Злч-1;36847
168;Старорусская - Обобщ. сигнал рез. защ. л.Мд;36848
169;Старорусская - Обобщ. сигнал рез. защ. л.Пф-1;36849
170;Старорусская - Обобщ. сигнал рез. защ. л.Ст;36850
171;Старорусская - Обобщ. сигнал рез. защ. л.Шм-1;36851
172;Старорусская - Обобщ. сигнал рез. защ. ОВ-110;36852
173;Старорусская - Обобщ. сигнал рез. защ. Т-1;36853
174;Старорусская - Обобщ. сигнал рез. защ. МШВ-110;36854
175;Старорусская - Обобщ. сигнал рез. защ. АТ-2;36855
176;Старорусская - Ib T-1-110;36856
177;Старорусская - P T-1-110;36857
178;Старорусская - Q T-1-110;36858
179;Старорусская - Ubc ТН-2-110;36859
180;Старорусская - Uca ТН-2-110;36860
181;Старорусская - Ubc ТН-1-110;36861
182;Старорусская - Uca ТН-1-110;36862
